Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Chloride,16887-00-6,91,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Chlorophyll a,479-61-8,0.92,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Specific Conductance,0,730,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Hardness,0,167,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Magnesium,7439-95-4,18.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Nitrate + Nitrite,NO3+NO2,1.63,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Organic Carbon,7440-44-0,2.5,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Total Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Potassium,9/7/7440,2.92,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Sodium,7440-23-5,78.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Total Dissolved Solids,0,408,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Total Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1221B1066,12/1/2021 10:28,Dissolved Sulfate,14808-79-8,71.3,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Alkalinity,471-34-1,111,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Alkalinity,471-34-1,112,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Boron,7440-42-8,0.299,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Bromide,24959-67-9,0.254,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Calcium,7440-70-2,33.8,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Chloride,16887-00-6,79.4,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Chlorophyll a,479-61-8,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Specific Conductance,0,681,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Specific Conductance,0,682,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Hardness,0,155,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Magnesium,7439-95-4,17.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Nitrate + Nitrite,NO3+NO2,1.89,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Organic Carbon,7440-44-0,4.4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Organic Carbon,7440-44-0,4.3,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Pheophytin a,0,1.59,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Potassium,9/7/7440,3.92,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Sodium,7440-23-5,75.7,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Dissolved Solids,0,394,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Total Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0122B0165,1/12/2022 11:12,Dissolved Sulfate,14808-79-8,71.6,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Total Alkalinity,471-34-1,91.3,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Total Alkalinity,471-34-1,92.3,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Boron,7440-42-8,0.219,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Bromide,24959-67-9,0.22,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Calcium,7440-70-2,29,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Chloride,16887-00-6,67.4,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Chlorophyll a,479-61-8,1.05,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Specific Conductance,0,565,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Specific Conductance,0,565,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Hardness,0,134,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Magnesium,7439-95-4,14.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Nitrate + Nitrite,NO3+NO2,0.967,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Total Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Pheophytin a,0,1.1,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Potassium,9/7/7440,2.75,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Sodium,7440-23-5,61.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Total Dissolved Solids,0,307,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Total Suspended Solids,0,2.7,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0322B0319,3/1/2022 12:34,Dissolved Sulfate,14808-79-8,54,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Total Alkalinity,471-34-1,119,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Total Alkalinity,471-34-1,118,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Boron,7440-42-8,0.428,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Bromide,24959-67-9,0.306,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Calcium,7440-70-2,37.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Chloride,16887-00-6,98,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Chlorophyll a,479-61-8,1.23,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Specific Conductance,0,768,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Specific Conductance,0,766,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Hardness,0,176,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Magnesium,7439-95-4,19.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Nitrate + Nitrite,NO3+NO2,1.09,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Total Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Pheophytin a,0,0.86,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Potassium,9/7/7440,3.48,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Sodium,7440-23-5,90.8,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Total Dissolved Solids,0,431,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Total Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0422B0439,4/7/2022 11:02,Dissolved Sulfate,14808-79-8,78,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Total Alkalinity,471-34-1,63.7,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Boron,7440-42-8,0.139,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Bromide,24959-67-9,0.137,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Calcium,7440-70-2,19.1,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Chloride,16887-00-6,42,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Chlorophyll a,479-61-8,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Specific Conductance,0,355,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Hardness,0,82,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Magnesium,7439-95-4,8.28,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Nitrate + Nitrite,NO3+NO2,0.652,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Organic Carbon,7440-44-0,3.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Total Organic Carbon,7440-44-0,3,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Potassium,9/7/7440,2.13,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Sodium,7440-23-5,31.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Total Dissolved Solids,0,188,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Total Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0572,5/3/2022 9:37,Dissolved Sulfate,14808-79-8,27,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Alkalinity,471-34-1,79.7,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Alkalinity,471-34-1,79,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Boron,7440-42-8,0.183,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Bromide,24959-67-9,0.204,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Calcium,7440-70-2,27.7,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Chloride,16887-00-6,63.3,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Chlorophyll a,479-61-8,1.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Specific Conductance,0,494,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Specific Conductance,0,494,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Hardness,0,119,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Magnesium,7439-95-4,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Nitrate + Nitrite,NO3+NO2,0.762,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Organic Carbon,7440-44-0,4.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Organic Carbon,7440-44-0,4.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Pheophytin a,0,1.3,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Potassium,9/7/7440,3.08,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Sodium,7440-23-5,50.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Dissolved Solids,0,272,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Dissolved Solids,0,272,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Total Suspended Solids,0,5.2,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0522B0637,5/31/2022 9:54,Dissolved Sulfate,14808-79-8,39,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
